device_id,ts,ignition,odometer_km
D2013,05/05/2026 17:23,ON,47872.0
D2023,10-May-2026 07:45:00,ON,76769.8
D2012,04/05/2026 13:07,ON,56919.3
D2014,29/05/2026 15:00,ON,79064.7
D2019,05-May-2026 09:07:00,ON,18509.8
D9002,2026-05-24T11:07:00,ON,66239.3
D9002,2026-05-30T08:38:00,ON,66333.5
D2015,2026-05-11 17:23:00,ON,26330.5
D2009,16/05/2026 14:45,ON,543.8
D2018,02-May-2026 10:23:00,ON,77124.9
D2024,15-May-2026 15:00:00,ON,15326.5
D2010,2026-05-30 11:00:00,OFF,46638.8
D2020,2026-05-26 14:00:00,ON,10347.3
D2009,14/05/2026 14:15,ON,418.4
D2005,2026-05-08T13:45:00,ON,36783.2
D2015,2026-05-22 09:15:00,ON,26549.4
D2021,25/05/2026 07:38,ON,29091.8
D2005,2026-05-16T13:15:00,ON,37072.1
D2019,24-May-2026 08:23:00,ON,19233.3
D2006,04-May-2026 07:15:00,ON,58725.4
D9001,2026-05-21T07:07:00,ON,12061.1
D2004,10-May-2026 15:15:00,ON,32624.5
D2016,2026-05-26T17:52:00,ON,35244.7
D2013,24/05/2026 13:52,ON,
D2013,21/05/2026 10:38,ON,48472.4
D2013,19/05/2026 16:15,ON,48416.1
D2010,2026-05-26 17:23:00,OFF,46638.8
D2025,13/05/2026 11:23,ON,78449.1
D2007,2026-05-01T17:07:00,ON,47854.5
D2024,12-May-2026 17:45:00,ON,15183.6
D2024,30-May-2026 10:07:00,on,16064.7
D2014,14/05/2026 17:23,ON,78185.5
D2021,09/05/2026 09:15,ON,28477.8
D2006,05-May-2026 17:15:00,ON,58847.5
D2011,10/05/2026 16:52,OFF,30676.1
D2020,2026-05-27 13:52:00,ON,10393.6
D2011,30/05/2026 17:38,OFF,30676.1
D2010,2026-05-05 12:00:00,OFF,46638.8
D2026,2026-05-18 15:07:00,ON,13648.9
D2018,03-May-2026 13:38:00,ON,77203.2
D2020,2026-05-24 13:00:00,ON,10238.4
D2028,2026-05-29T14:00:00,ON,47622.6
D9001,2026-05-14T14:52:00,ON,-1
D2009,17/05/2026 09:15,ON,577.7
D2012,04/05/2026 17:00,ON,56927.9
D2014,05/05/2026 14:52,ON,77637.7
D2006,03-May-2026 14:00:00,ON,58700.8
D2027,2026-05-18T08:07:00,ON,63493.1
D2023,06-May-2026 09:15:00,ON,76676.4
D2018,16-May-2026 15:15:00,ON,78033.9
D2015,2026-05-08 09:23:00,ON,26254.4
D2007,2026-05-05T09:23:00,ON,47998.5
D2026,2026-05-01 07:45:00,ON,13306.9
D9001,2026-05-12T11:45:00,on,11842.3
D2020,2026-05-23 17:07:00,ON,-1
D9001,2026-05-27T10:15:00,ON,12222.2
D2021,20/05/2026 17:45,ON,28930.9
D2028,2026-05-08T17:00:00,ON,46247.9
D2013,02/05/2026 15:52,ON,47750.5
D2020,2026-05-12 16:15:00,ON,9641.9
D2008,15/05/2026 15:15,ON,292.7
D2004,06-May-2026 09:38:00,ON,32402.8
D2016,2026-05-25T11:00:00,ON,35207.5
D2009,24/05/2026 14:15,ON,1049.0
D2013,05/05/2026 15:23,ON,47866.6
D2008,22/05/2026 08:38,ON,465.4
D2023,30-May-2026 14:52:00,ON,-1
D2022,2026-05-26T16:45:00,ON,59013.0
D2021,17/05/2026 16:07,ON,28813.3
D2005,2026-05-12T16:15:00,ON,36939.2
D2012,02/05/2026 15:23,ON,56865.0
D2013,09/05/2026 09:45,ON,48004.7
D2023,14-May-2026 11:07:00,ON,76877.1
D2016,2026-05-11T11:07:00,ON,34827.7
D2027,2026-05-16T10:38:00,ON,63421.9
D2008,24/05/2026 11:52,ON,523.3
D2004,17-May-2026 13:15:00,ON,32963.3
D2012,07/05/2026 14:00,ON,57007.9
D2011,06/05/2026 15:07,OFF,30676.1
D2018,21-May-2026 16:52:00,ON,78360.4
D2011,22/05/2026 09:07,OFF,30676.1
D2013,30/05/2026 15:15,ON,48837.8
D2007,2026-05-15T07:15:00,ON,48427.1
D2028,2026-05-08T15:38:00,ON,46237.0
D2013,07/05/2026 12:15,ON,47933.3
D2009,10/05/2026 17:52,ON,53408.8
D2006,11-May-2026 07:52:00,ON,59190.8
D2025,15/05/2026 17:45,ON,78537.3
D2013,08/05/2026 14:00,ON,47980.9
D2026,2026-05-29 14:23:00,ON,13862.4
D2018,23-May-2026 11:15:00,ON,78456.1
D9001,2026-05-18T12:52:00,ON,11996.2
D2023,24-May-2026 11:45:00,ON,77118.7
D2023,27-May-2026 07:38:00,ON,0
D2017,01/05/2026 13:52,ON,71441.4
D2019,12-May-2026 09:00:00,ON,18779.5
D2025,10/05/2026 11:15,ON,78334.8
D2008,12/05/2026 07:38,ON,47858.5
D2025,23/05/2026 13:07,ON,78820.1
D2007,2026-05-03T07:07:00,ON,47903.8
D2022,2026-05-06T13:23:00,ON,-1
D2020,2026-05-28 15:15:00,on,10452.6
D2010,2026-05-22 11:07:00,off,46638.8
D2014,26/05/2026 08:23,ON,78854.6
D2007,2026-05-16T11:00:00,ON,48483.0
D2012,22/05/2026 11:38,ON,57434.7
D2020,2026-05-01 13:07:00,ON,9062.3
D2028,2026-05-19T17:52:00,ON,46975.5
D2024,26-May-2026 11:23:00,ON,15866.4
D2016,2026-05-26T13:00:00,ON,35237.0
D2010,2026-05-06 09:38:00,OFF,46638.8
D2025,29/05/2026 07:00,ON,79022.4
D2021,20/05/2026 08:38,ON,0
D2021,26/05/2026 11:07,ON,29144.4
D2013,09/05/2026 07:52,ON,47997.0
D2010,2026-05-29 08:23:00,OFF,46638.8
D2020,2026-05-17 08:23:00,ON,9861.2
D2027,2026-05-20T13:00:00,ON,63584.9
D2024,04-May-2026 07:52:00,on,14739.6
D2016,2026-05-29T12:15:00,ON,35313.1
D2019,15-May-2026 12:45:00,ON,18900.7
D2023,02-May-2026 13:52:00,ON,76586.9
D9002,2026-05-08T16:07:00,ON,65983.9
D2025,01/05/2026 14:23,ON,78012.4
D2005,2026-05-14T17:38:00,ON,37011.1
D2009,04/05/2026 14:15,on,9999999
D2007,2026-05-09T07:23:00,ON,48165.3
D2010,2026-05-18 15:52:00,OFF,46638.8
D2017,04/05/2026 10:07,ON,71500.6
D2005,2026-05-07T07:00:00,ON,-1
D2007,2026-05-16T07:00:00,ON,48468.5
D2026,2026-05-23 13:23:00,ON,13743.8
D2015,2026-05-05 08:45:00,ON,-1
D2012,03/05/2026 09:07,ON,56881.1
D2015,2026-05-23 09:07:00,ON,26571.0
D2012,29/05/2026 15:23,ON,57644.9
D2015,2026-05-07 08:15:00,ON,-1
D2014,16/05/2026 14:45,ON,78291.9
D2009,10/05/2026 11:45,ON,53376.5
D2019,11-May-2026 16:23:00,ON,18764.7
D2009,11/05/2026 13:00,ON,220.8
D2009,03/05/2026 07:07,ON,0
D2027,2026-05-20T07:00:00,ON,63565.3
D2028,2026-05-08T13:00:00,ON,46226.3
D2012,06/05/2026 11:07,ON,56974.1
D2025,26/05/2026 12:15,ON,78927.8
D2009,13/05/2026 17:38,ON,-1
D2025,05/05/2026 09:07,ON,78146.5
D2019,03-May-2026 17:52:00,ON,18459.0
D2020,2026-05-16 08:00:00,ON,9810.2
D2004,11-May-2026 13:45:00,ON,32664.5
D2008,02/05/2026 11:23,ON,47599.5
D2008,13/05/2026 17:45,ON,47906.4
D2016,2026-05-25T16:45:00,ON,35218.4
D2026,2026-05-06 10:15:00,ON,13407.8
D2010,2026-05-18 08:52:00,OFF,46638.8
D2009,07/05/2026 13:23,ON,9999999
D2017,26/05/2026 13:15,ON,71981.8
D2009,04/05/2026 11:00,ON,53005.1
D2028,2026-05-25T09:38:00,ON,47331.8
D2013,21/05/2026 17:00,ON,48494.9
D2023,02-May-2026 11:07:00,ON,76582.6
D2010,2026-05-15 12:07:00,OFF,46638.8
D2015,2026-05-28 07:23:00,ON,26671.1
D2027,2026-05-08T14:52:00,ON,63127.0
D2017,08/05/2026 09:00,ON,71586.0
D2017,03/05/2026 15:38,ON,71487.5
D2022,2026-05-15T16:45:00,ON,58566.6
D2026,2026-05-29 11:38:00,ON,13858.4
D2008,29/05/2026 11:45,ON,659.0
D2014,17/05/2026 08:00,ON,78320.1
D2022,2026-05-28T09:38:00,ON,59069.0
D2005,2026-05-08T15:15:00,ON,-1
D2014,05/05/2026 07:00,ON,77602.0
D2028,2026-05-17T07:23:00,ON,46788.3
D2024,25-May-2026 17:07:00,ON,15841.6
D2012,15/05/2026 15:07,ON,57241.1
D2018,21-May-2026 09:45:00,ON,78322.2
D2022,2026-05-21T15:00:00,ON,58804.3
D2010,2026-05-24 07:07:00,OFF,46638.8
D2018,09-May-2026 15:00:00,ON,77593.6
D2018,28-May-2026 13:38:00,ON,78783.4
D2015,2026-05-19 14:45:00,ON,26494.4
D2009,17/05/2026 11:07,ON,0
D2017,29/05/2026 15:15,ON,72050.9
D2009,17/05/2026 17:15,ON,619.7
D2018,16-May-2026 07:38:00,ON,77992.1
D2010,2026-05-08 16:52:00,OFF,0
D2005,2026-05-01T09:15:00,ON,36521.0
D2007,2026-05-10T15:38:00,ON,48237.2
D2027,2026-05-15T07:07:00,ON,63374.8
D9002,2026-05-25T13:52:00,ON,66256.2
D2006,01-May-2026 09:15:00,on,58536.7
D2016,2026-05-28T11:38:00,ON,35284.7
D2027,2026-05-01T13:15:00,on,62853.0
D2028,2026-05-02T17:38:00,ON,9999999
D2008,06/05/2026 07:15,ON,47697.8
D9001,2026-05-19T08:45:00,ON,12014.2
D2021,01/05/2026 14:52,ON,28182.2
D2014,11/05/2026 11:00,ON,77977.3
D2004,15-May-2026 08:00:00,ON,32843.8
D2015,2026-05-23 14:15:00,ON,26579.4
D2023,16-May-2026 13:00:00,ON,76928.0
D2005,2026-05-14T10:00:00,ON,36991.1
D2017,21/05/2026 11:52,ON,71871.8
D2012,04/05/2026 10:00,ON,56910.7
D2015,2026-05-12 09:23:00,ON,26337.9
D9001,2026-05-01T15:23:00,ON,11565.4
D2006,05-May-2026 15:45:00,ON,58837.9
D2021,04/05/2026 09:23,ON,28281.3
D2018,29-May-2026 16:52:00,ON,78864.4
D2027,2026-05-29T15:07:00,ON,63939.6
D2020,2026-05-07 17:52:00,ON,9386.2
D2017,20/05/2026 07:23,ON,71841.1
D2006,15-May-2026 16:00:00,ON,-1
D2022,2026-05-18T16:07:00,ON,58688.9
D2011,26/05/2026 11:00,off,30676.1
D2027,2026-05-11T15:52:00,ON,63244.2
D2016,2026-05-25T14:07:00,ON,35212.9
D2023,27-May-2026 13:00:00,ON,77193.5
D2020,2026-05-08 09:45:00,ON,9406.9
D2009,21/05/2026 15:38,ON,861.6
D2018,09-May-2026 07:23:00,ON,77548.2
D2010,2026-05-29 13:15:00,OFF,0
D2008,28/05/2026 17:23,ON,643.2
D2005,2026-05-17T15:38:00,on,37112.5
D2022,2026-05-10T12:45:00,ON,58348.5
D2011,05/05/2026 14:52,OFF,30676.1
D2028,2026-05-05T17:52:00,ON,46050.0
D2017,05/05/2026 14:15,ON,71529.8
D2010,2026-05-28 07:38:00,OFF,46638.8
D2009,30/05/2026 09:45,ON,1401.6
D2022,2026-05-07T13:23:00,ON,58232.7
D2021,16/05/2026 07:52,ON,28741.3
D2025,14/05/2026 13:15,ON,78489.1
D2013,23/05/2026 07:07,ON,48540.1
D2011,30/05/2026 10:52,OFF,30676.1
D2026,2026-05-01 09:15:00,ON,-1
D2026,2026-05-05 13:45:00,ON,0
D2006,06-May-2026 08:23:00,ON,58866.7
D2018,07-May-2026 13:23:00,ON,77458.5
D2027,2026-05-30T07:45:00,ON,63951.0
D2022,2026-05-20T16:15:00,ON,58770.1
D2013,09/05/2026 16:00,ON,48027.8
D2028,2026-05-12T17:23:00,ON,0
D2027,2026-05-21T13:07:00,ON,63625.4
D9002,2026-05-11T16:23:00,ON,66032.5
D2008,27/05/2026 11:15,ON,602.9
D2021,30/05/2026 12:23,ON,29303.5
D2020,2026-05-27 08:00:00,ON,10371.5
D2006,12-May-2026 09:07:00,ON,59275.5
D2022,2026-05-12T12:23:00,ON,58429.3
D2023,06-May-2026 17:23:00,ON,76692.6
D2028,2026-05-25T14:45:00,ON,47358.6
D2014,27/05/2026 11:38,ON,78933.0
D2005,2026-05-08T11:15:00,ON,36777.2
D2011,13/05/2026 08:15,OFF,30676.1
D2011,04/05/2026 13:07,OFF,30676.1
D2004,09-May-2026 16:23:00,ON,32582.0
D2026,2026-05-06 17:00:00,ON,13419.3
D2018,20-May-2026 07:38:00,ON,78244.4
D2014,30/05/2026 15:45,ON,79125.3
D2011,23/05/2026 09:23,OFF,30676.1
D2017,11/05/2026 07:23,ON,71645.1
D2006,11-May-2026 08:23:00,ON,59200.5
D2021,19/05/2026 07:45,ON,
D2023,23-May-2026 15:23:00,ON,77100.0
D2010,2026-05-06 14:45:00,OFF,46638.8
D2026,2026-05-19 14:00:00,ON,13668.4
D2022,2026-05-24T17:52:00,ON,58931.9
D2020,2026-05-15 12:00:00,ON,9773.6
D2009,02/05/2026 17:15,ON,52904.5
D2023,21-May-2026 11:07:00,ON,77046.1
D2015,2026-05-04 09:23:00,ON,26171.1
D2013,22/05/2026 08:38,ON,48505.8
D9001,2026-05-27T12:45:00,ON,12225.7
D2016,2026-05-15T11:15:00,ON,34936.6
D2025,02/05/2026 15:23,ON,78051.2
D2018,12-May-2026 17:38:00,ON,77791.7
D2004,10-May-2026 08:15:00,on,32596.4
D2007,2026-05-14T12:07:00,ON,48399.8
D2010,2026-05-25 07:07:00,OFF,46638.8
D2024,30-May-2026 13:07:00,ON,16079.1
D2025,06/05/2026 09:07,ON,78180.8
D2021,02/05/2026 07:15,ON,28197.9
D2020,2026-05-13 12:52:00,ON,9670.9
D2010,2026-05-12 15:52:00,OFF,46638.8
D2009,05/05/2026 15:15,ON,53083.7
D2008,03/05/2026 07:38,ON,47616.0
D2026,2026-05-02 15:38:00,on,13338.4
D2019,17-May-2026 11:00:00,ON,18978.1
D2010,2026-05-10 16:52:00,OFF,
D2012,05/05/2026 16:07,ON,56956.9
D2026,2026-05-28 17:15:00,ON,13846.9
D2024,21-May-2026 07:45:00,ON,15595.2
D2017,14/05/2026 14:45,ON,71723.6
D2027,2026-05-18T15:45:00,ON,-1
D2022,2026-05-22T13:07:00,ON,58837.7
D2010,2026-05-26 13:52:00,OFF,46638.8
D2019,14-May-2026 16:00:00,ON,18879.4
D2017,16/05/2026 16:45,ON,71771.5
D2010,2026-05-03 07:52:00,OFF,46638.8
D2011,21/05/2026 11:15,OFF,30676.1
D2012,21/05/2026 10:15,ON,57401.3
D2015,2026-05-04 07:52:00,ON,26166.9
D2005,2026-05-07T13:52:00,ON,9999999
D2010,2026-05-06 16:23:00,OFF,46638.8
D2028,2026-05-03T07:38:00,ON,9999999
D2024,29-May-2026 15:45:00,ON,9999999
D2020,2026-05-05 11:00:00,ON,9263.6
D2005,2026-05-16T17:07:00,on,9999999
D2005,2026-05-02T11:07:00,ON,36560.8
D2015,2026-05-02 15:15:00,ON,26137.9
D2025,17/05/2026 13:15,ON,
D2013,04/05/2026 14:45,ON,47825.3
D2018,15-May-2026 09:00:00,ON,77939.3
D2025,10/05/2026 09:00,ON,0
D9001,2026-05-19T10:07:00,ON,12017.7
D2023,25-May-2026 07:52:00,ON,77133.6
D2025,14/05/2026 07:15,ON,78470.1
D2013,21/05/2026 07:52,ON,48461.2
D2020,2026-05-21 12:52:00,ON,10080.0
D9002,2026-05-14T09:07:00,ON,9999999
D2012,17/05/2026 07:15,on,57278.5
D2010,2026-05-28 17:45:00,OFF,46638.8
D2018,15-May-2026 17:23:00,ON,77981.6
D2019,17-May-2026 09:23:00,ON,18970.6
D2017,27/05/2026 07:45,ON,71993.8
D2017,19/05/2026 15:15,ON,71833.4
D2023,25-May-2026 16:52:00,ON,77153.3
D2018,30-May-2026 15:52:00,ON,78917.7
D2020,2026-05-29 12:00:00,ON,10489.9
D2005,2026-05-14T08:23:00,ON,36986.1
D2014,18/05/2026 13:38,ON,78401.6
D2027,2026-05-11T07:00:00,ON,63218.5
D2021,03/05/2026 15:45,ON,28262.1
D2008,19/05/2026 15:00,ON,398.8
D2017,20/05/2026 14:15,ON,9999999
D2015,2026-05-22 16:00:00,ON,26562.2
D2028,2026-05-11T17:07:00,ON,46446.3
D2014,02/05/2026 11:07,ON,77443.3
D2027,2026-05-08T11:15:00,ON,63119.4
D2022,2026-05-04T09:07:00,ON,58101.7
D2021,21/05/2026 11:07,ON,28950.3
D2024,27-May-2026 17:00:00,ON,9999999
D2010,2026-05-06 11:45:00,OFF,46638.8
D2007,2026-05-15T14:00:00,ON,48452.7
D2004,06-May-2026 16:38:00,ON,32432.7
D2017,30/05/2026 08:23,ON,72060.6
D2011,06/05/2026 13:00,OFF,30676.1
D2018,18-May-2026 09:15:00,ON,78128.7
D9002,2026-05-29T12:52:00,on,66321.8
D2010,2026-05-15 15:45:00,OFF,46638.8
D2025,17/05/2026 07:45,ON,78579.4
D2021,14/05/2026 09:15,ON,28670.5
D2015,2026-05-16 16:23:00,ON,26436.2
D2007,2026-05-19T14:07:00,ON,48626.5
D2026,2026-05-02 13:00:00,ON,13335.2
D2007,2026-05-12T07:07:00,on,48297.0
D2014,02/05/2026 17:07,ON,0
D2015,2026-05-13 08:15:00,ON,26357.6
D2020,2026-05-26 07:45:00,ON,10316.6
D2007,2026-05-03T08:38:00,ON,47910.0
D2011,11/05/2026 07:15,OFF,30676.1
D2024,25-May-2026 07:00:00,ON,
D2015,2026-05-08 15:45:00,ON,26265.1
D2014,16/05/2026 09:38,ON,78268.2
D2015,2026-05-25 11:07:00,ON,0
D2008,08/05/2026 13:52,ON,47764.7
D2016,2026-05-05T07:07:00,ON,34656.4
D2004,07-May-2026 16:00:00,ON,32482.8
D2022,2026-05-01T07:07:00,ON,57971.9
D2011,29/05/2026 11:38,OFF,30676.1
D2008,05/05/2026 13:00,ON,47685.2
D2026,2026-05-25 13:23:00,ON,13782.7
D9001,2026-05-02T11:07:00,on,11582.2
D2004,11-May-2026 17:15:00,ON,32681.2
D2022,2026-05-07T07:52:00,ON,58212.9
D2016,2026-05-27T08:38:00,ON,35252.1
D2022,2026-05-04T14:07:00,ON,58117.9
D2026,2026-05-10 07:07:00,ON,13478.1
D2028,2026-05-05T15:45:00,ON,46038.8
D2004,05-May-2026 13:07:00,ON,32368.8
D2013,10/05/2026 15:07,ON,48060.3
D2023,17-May-2026 13:38:00,ON,76951.8
D2026,2026-05-18 07:07:00,ON,13635.9
D2008,10/05/2026 07:23,ON,9999999
D2009,14/05/2026 11:23,ON,405.9
D2016,2026-05-09T17:15:00,ON,34788.1
D2011,06/05/2026 12:07,OFF,30676.1
D2017,17/05/2026 07:23,ON,71774.5
D2027,2026-05-24T10:15:00,ON,63729.9
D2021,06/05/2026 15:23,ON,-1
D2019,21-May-2026 15:23:00,ON,19139.8
D2019,16-May-2026 09:23:00,ON,18932.2
D2021,28/05/2026 15:15,ON,29236.2
D9001,2026-05-10T11:45:00,on,11791.3
D2026,2026-05-10 08:07:00,ON,13480.9
D2027,2026-05-24T08:52:00,ON,63724.5
D2020,2026-05-27 15:23:00,on,10400.8
D2018,05-May-2026 10:15:00,ON,0
D2011,27/05/2026 12:45,OFF,30676.1
D2027,2026-05-23T17:00:00,ON,63713.5
D2004,14-May-2026 07:00:00,ON,32788.7
D2007,2026-05-19T09:15:00,on,48609.2
D2015,2026-05-22 11:23:00,on,26553.5
D2024,19-May-2026 07:07:00,ON,15497.1
D2028,2026-05-12T13:15:00,ON,46493.9
D2011,08/05/2026 11:00,OFF,30676.1
D2007,2026-05-19T11:07:00,ON,48617.9
D2026,2026-05-07 07:23:00,ON,-1
D2028,2026-05-06T15:23:00,ON,46107.1
D2018,23-May-2026 13:52:00,ON,78466.8
D2016,2026-05-27T15:52:00,ON,35267.3
D2014,09/05/2026 15:23,ON,77877.8
D9001,2026-05-30T08:23:00,ON,12296.3
D2023,24-May-2026 16:52:00,ON,77128.7
D2020,2026-05-30 15:45:00,ON,10555.9
D2013,05/05/2026 13:07,ON,47860.8
D2016,2026-05-13T07:38:00,ON,34873.2
D2016,2026-05-23T11:15:00,ON,35151.1
D2009,18/05/2026 09:07,ON,640.8
D9001,2026-05-18T08:38:00,ON,11989.2
D2021,21/05/2026 17:23,on,28969.0
D2024,16-May-2026 13:15:00,ON,15368.6
D2011,01/05/2026 11:52,OFF,30676.1
D2007,2026-05-11T09:07:00,ON,48261.9
D9002,2026-05-01T09:23:00,ON,65858.3
D2026,2026-05-02 09:52:00,ON,13329.1
D2008,20/05/2026 15:07,ON,426.2
D2020,2026-05-19 12:38:00,ON,9978.0
D2023,24-May-2026 07:52:00,ON,77109.2
D2023,17-May-2026 12:23:00,ON,76948.6
D2022,2026-05-20T14:52:00,ON,58762.3
D2020,2026-05-16 13:38:00,ON,9832.0
D2011,22/05/2026 13:00,OFF,30676.1
D2028,2026-05-28T13:00:00,ON,47547.9
D2026,2026-05-03 15:45:00,ON,13357.2
D2015,2026-05-27 15:52:00,ON,-1
D2016,2026-05-10T10:15:00,ON,34799.4
D2021,14/05/2026 17:38,ON,28696.2
D2027,2026-05-10T16:38:00,ON,63211.8
D2025,09/05/2026 11:23,ON,78297.8
D2021,11/05/2026 10:45,ON,28556.5
D2027,2026-05-04T11:38:00,ON,62961.8
D2021,26/05/2026 07:45,ON,29131.5
D2011,22/05/2026 07:07,OFF,30676.1
D2013,26/05/2026 11:23,ON,48669.0
D2019,23-May-2026 13:15:00,ON,19211.4
D9002,2026-05-16T12:38:00,ON,66106.6
D2008,08/05/2026 10:07,ON,-1
D2027,2026-05-06T17:38:00,ON,63057.7
D2019,19-May-2026 12:15:00,ON,19052.7
D2004,18-May-2026 09:45:00,ON,32999.7
D2010,2026-05-22 15:38:00,OFF,46638.8
D2028,2026-05-12T12:23:00,ON,46484.3
D2028,2026-05-04T15:07:00,ON,45974.1
D2010,2026-05-07 13:07:00,OFF,46638.8
D2011,20/05/2026 16:23,OFF,30676.1
D2023,19-May-2026 15:00:00,ON,77004.0
D2005,2026-05-17T09:45:00,ON,37094.4
D2005,2026-05-05T09:52:00,ON,36663.0
D2004,13-May-2026 17:38:00,ON,32780.4
D2028,2026-05-16T16:07:00,ON,46777.3
D2012,15/05/2026 07:15,ON,57219.8
D9001,2026-05-13T07:23:00,ON,11857.0
D2018,01-May-2026 11:23:00,ON,77072.7
D2006,09-May-2026 09:07:00,ON,
D2022,2026-05-08T17:15:00,ON,58286.5
D2015,2026-05-21 17:07:00,ON,26541.1
D2015,2026-05-10 11:15:00,ON,26299.6
D2018,14-May-2026 17:23:00,ON,77918.5
D2011,29/05/2026 07:00,OFF,30676.1
D2016,2026-05-13T12:45:00,ON,34885.2
D2014,29/05/2026 09:23,ON,79035.0
D2016,2026-05-01T17:00:00,ON,34572.2
D2019,18-May-2026 07:23:00,ON,19000.4
D2024,04-May-2026 13:45:00,ON,14765.0
D2016,2026-05-15T13:15:00,ON,34940.9
D2013,11/05/2026 14:52,ON,48097.4
D2015,2026-05-18 15:45:00,ON,26474.2
D2011,21/05/2026 09:07,OFF,30676.1
D9001,2026-05-17T09:15:00,ON,-1
D2012,26/05/2026 07:15,ON,0
D2011,16/05/2026 11:52,OFF,30676.1
D2028,2026-05-22T17:00:00,ON,47172.9
D2016,2026-05-30T13:15:00,ON,35343.4
D2015,2026-05-26 14:07:00,ON,26642.2
D2026,2026-05-26 09:52:00,ON,13794.7
D2006,12-May-2026 16:45:00,ON,59315.9
D2015,2026-05-19 16:07:00,ON,26498.8
D2023,22-May-2026 17:45:00,ON,0
D2005,2026-05-15T15:52:00,ON,37040.8
D9002,2026-05-22T14:15:00,ON,66209.5
D2014,14/05/2026 15:00,ON,78175.4
D2013,07/05/2026 15:38,ON,47944.3
D2028,2026-05-10T11:23:00,ON,46347.4
D2016,2026-05-19T09:52:00,ON,35038.9
D2014,06/05/2026 07:00,on,77661.5
D2007,2026-05-06T17:52:00,ON,48070.7
D2027,2026-05-05T09:00:00,ON,62996.5
D2009,14/05/2026 16:38,ON,431.1
D2026,2026-05-17 17:45:00,ON,13632.5
D2008,15/05/2026 08:23,ON,277.5
D2011,21/05/2026 17:38,OFF,30676.1
D2020,2026-05-03 13:07:00,ON,9165.0
D2016,2026-05-22T10:23:00,ON,35122.4
D2025,02/05/2026 09:00,ON,78032.8
D2026,2026-05-16 13:07:00,ON,13606.9
D2026,2026-05-13 13:52:00,ON,13548.1
D2026,2026-05-02 07:38:00,ON,13325.9
D2022,2026-05-03T17:00:00,ON,58085.4
D2023,16-May-2026 07:15:00,ON,76913.9
D2013,12/05/2026 08:45,ON,48116.4
D2023,14-May-2026 07:15:00,ON,76867.9
D2024,29-May-2026 09:15:00,ON,16009.1
D2022,2026-05-09T13:15:00,ON,58314.6
D2025,17/05/2026 10:15,ON,78589.7
D2020,2026-05-07 15:45:00,ON,9377.9
D2014,25/05/2026 13:23,ON,78817.7
D2010,2026-05-18 13:00:00,OFF,46638.8
D2010,2026-05-02 17:52:00,OFF,46638.8
D2021,02/05/2026 11:38,ON,28213.7
D2025,28/05/2026 11:15,ON,78997.3
D2005,2026-05-16T15:52:00,ON,37077.0
D2006,08-May-2026 11:45:00,ON,
D9002,2026-05-18T16:45:00,ON,66146.9
D2013,12/05/2026 15:38,ON,48138.6
D2014,22/05/2026 09:00,on,78624.0
D2015,2026-05-12 15:15:00,ON,26348.4
D2004,03-May-2026 09:38:00,ON,32254.3
D2009,02/05/2026 07:45,ON,52852.6
D2026,2026-05-29 09:23:00,ON,13854.7
D2007,2026-05-04T11:45:00,ON,47962.2
D2009,14/05/2026 09:52,ON,393.4
D2018,16-May-2026 13:45:00,ON,78023.2
D2024,07-May-2026 08:00:00,ON,14897.1
D2026,2026-05-15 15:23:00,ON,13590.4
D2019,12-May-2026 16:07:00,ON,18802.8
D2020,2026-05-03 17:52:00,ON,9182.3
D2014,13/05/2026 16:00,ON,78126.2
D2011,11/05/2026 11:52,OFF,30676.1
D2018,10-May-2026 16:07:00,ON,77665.5
D2025,30/05/2026 17:07,ON,79089.8
D2020,2026-05-15 08:15:00,ON,9759.0
D2023,30-May-2026 11:38:00,ON,77265.1
D2023,09-May-2026 09:15:00,ON,76749.7
D9001,2026-05-02T07:23:00,ON,11574.2
D2016,2026-05-22T07:23:00,ON,35114.5
D2014,11/05/2026 15:38,ON,77997.5
D2025,18/05/2026 09:00,ON,78625.8
D2021,02/05/2026 09:38,ON,-1
D2004,14-May-2026 13:15:00,ON,32813.2
D2027,2026-05-27T12:15:00,ON,63852.1
D2007,2026-05-09T09:07:00,ON,48172.7
D9002,2026-05-04T07:52:00,ON,65904.7
D2006,07-May-2026 13:45:00,ON,58959.8
D2013,15/05/2026 11:07,ON,48245.6
D2018,04-May-2026 10:00:00,ON,77251.4
D2004,18-May-2026 14:07:00,ON,33019.5
D9002,2026-05-16T08:00:00,ON,66102.0
D2013,19/05/2026 14:07,ON,48408.6
D2020,2026-05-17 17:52:00,ON,9897.6
D2013,25/05/2026 17:07,ON,
D2022,2026-05-01T15:23:00,ON,57998.6
D2011,24/05/2026 10:23,OFF,30676.1
D2015,2026-05-07 15:52:00,ON,26244.4
D2024,14-May-2026 12:52:00,ON,15263.5
D2020,2026-05-10 13:38:00,ON,9525.2
D2011,29/05/2026 16:45,OFF,30676.1
D2015,2026-05-11 11:00:00,ON,26320.3
D2026,2026-05-05 10:00:00,ON,13388.3
D2017,06/05/2026 11:07,ON,71544.9
D2025,24/05/2026 17:52,ON,78869.9
D2028,2026-05-23T08:52:00,ON,47192.3
D9002,2026-05-15T15:00:00,ON,66094.4
D2009,25/05/2026 11:45,ON,1092.9
D2022,2026-05-17T13:52:00,ON,-1
D2011,23/05/2026 07:15,OFF,30676.1
